,报警时间,报警电话,证件类型,联系人电话,小型客车子类,当事人事故责任,当事人处罚情况,证件号码,姓名,城市,街道,GPS_X,GPS_Y,发生地点,普通路面类型,道路级别,路口,路段,斑马线,信号灯,证件号码合法性,户籍,年龄,电话归属地
3263,2020-11-07 08:10:02,13516810887.0,身份证,15336543577,nan,无法现场认定,未发现违法行为,410181199507012985,李畅,刚市,南昌路,119.991456967445,30.022729555142,普通路面,路段,城市道路,nan,不在缺口上发生,是,无,合法,河南省,27,浙江
3264,2020-11-07 08:05:17,18368010265.0,身份证,18368010265,非营运,nan,nan,120117201505158454,李秀梅,小红市,邹街,119.750194355179,30.000149039573,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,天津市,7,浙江
3265,2020-11-07 08:05:15,18758194828.0,身份证,18758194828,非营运,无责,未发现违法行为,330784199503092350,徐平,永安县,东莞街,119.936342387588,30.090460511453,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,浙江省,27,不合法的电话号码
3266,2020-11-07 08:03:56,15178030577.0,身份证,nan,nan,无责,未发现违法行为,450327199801151257,蔡婷,西宁市,重庆路,nan,nan,普通路面,路段,nan,nan,nan,否,nan,合法,广西壮族自治区,24,未录入电话号码
3267,2020-11-07 08:03:46,13735883476.0,身份证,nan,nan,无责,未发现违法行为,371302199401024260,秦军,柳州县,海口路,120.0034,30.00564,内部道路,nan,nan,nan,nan,nan,nan,合法,山东省,28,未录入电话号码
3268,2020-11-07 08:02:44,13868191281.0,身份证,13868191281,非营运,无责,未发现违法行为,532628198510272569,朱玲,张家港市,长春路,119.937450978872,30.097890581332,普通路面,路段,城市道路,nan,不在缺口上发生,否,nan,合法,云南省,37,浙江
3269,2020-11-07 07:56:35,15381165526.0,身份证,nan,nan,nan,nan,230406199801086427,谢鑫,建国市,卢街,119.948485660713,29.90421304384,普通路面,路段,nan,nan,nan,否,nan,合法,黑龙江省,24,未录入电话号码
3270,2020-11-07 07:50:55,15158111611.0,身份证,nan,非营运,全部,已处罚,542527198104253514,马志强,潜江市,陆街,119.73671,29.94802,普通路面,路口,nan,nan,nan,否,无,合法,西藏自治区,41,未录入电话号码
3271,2020-11-07 07:50:35,15669931572.0,身份证,13606608363,非营运,nan,nan,540321201406119066,孙勇,小红县,周街,119.950686280484,30.064768477373,普通路面,路段,县道,nan,不在缺口上发生,否,nan,合法,西藏自治区,8,浙江
3272,2020-11-07 07:48:08,18657180040.0,身份证,nan,非营运,无法现场认定,待事故调查,460203201401027164,李亮,柳州县,张路,119.950268085731,30.066413590335,普通路面,路口,nan,nan,nan,否,无,合法,海南省,8,未录入电话号码
3273,2020-11-07 07:44:08,15869175760.0,身份证,nan,nan,无法现场认定,已处罚,230281199504256812,黄超,秀云县,沈阳街,119.930966002391,30.062928004043,普通路面,路段,nan,nan,nan,否,nan,合法,黑龙江省,27,未录入电话号码
3274,2020-11-07 07:43:13,nan,身份证,13968154658,非营运,无责,未发现违法行为,410600198207023337,张淑华,天津县,成都路,120.01894,30.01494,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,河南省,40,浙江
3275,2020-11-07 07:41:54,15068818823.0,身份证,15068818823,非营运,无责,未发现违法行为,61072319960609525X,吴伟,台北县,李街,119.905763877927,30.10126543887,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,陕西省,26,浙江
3276,2020-11-07 07:40:59,13777812944.0,身份证,13777812944,非营运,无责,未发现违法行为,371722200002017496,萧磊,志强县,台北路,119.707743334519,29.994614594973,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,山东省,22,浙江
3277,2020-11-07 07:37:16,13868159761.0,身份证,nan,非营运,无责,未发现违法行为,420381199504249189,胡颖,瑜县,潘街,119.893127296972,30.071735006081,普通路面,路口,nan,nan,nan,否,无,合法,湖北省,27,未录入电话号码
3278,2020-11-07 07:32:56,13456743991.0,身份证,13456743991,nan,nan,nan,469024200312094108,沈秀荣,琴县,太原街,119.914587511663,29.963886322552,普通路面,路口,国道,十字路口,nan,否,有,合法,海南省,19,浙江
3279,2020-11-07 07:28:01,15186812688.0,身份证,nan,nan,nan,nan,320507200002064407,李飞,深圳县,徐路,119.891560058452,30.07387839797,普通路面,路段,nan,nan,nan,否,nan,合法,江苏省,22,未录入电话号码
3280,2020-11-07 07:16:50,13701913978.0,身份证,13701913978,nan,nan,nan,360825200003068385,莫霞,天津县,苏路,119.939987493755,30.055036007871,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,江西省,22,上海
3281,2020-11-07 06:48:04,15167181357.0,身份证,nan,nan,无法现场认定,待事故调查,513424198201012975,鲍琳,俊市,银川路,119.946984373049,30.062127092775,普通路面,路段,nan,nan,nan,否,nan,合法,四川省,40,未录入电话号码
3282,2020-11-07 06:45:28,18039491992.0,身份证,18039491992,非营运,无责,未发现违法行为,350982199901092075,韩柳,玉梅市,武汉路,119.922656712996,30.050143693979,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,福建省,23,不合法的电话号码
3283,2020-11-07 01:18:18,13758233987.0,身份证,13758233987,非营运,无责,未发现违法行为,469023200311153624,李萍,武汉市,王路,119.935504837488,30.060852473878,普通路面,路口,城市道路,T字路口,nan,否,无,合法,海南省,19,浙江
3284,2020-11-07 00:14:23,18868808185.0,身份证,18868808185,非营运,无责,未发现违法行为,530722200205145323,吴博,娜县,六安路,119.952447694188,30.054073156047,普通路面,路口,城市道路,十字路口,nan,否,有,合法,云南省,20,浙江
3285,2020-11-06 23:14:47,15267423344.0,身份证,15267423344,客运网约车,无法现场认定,未发现违法行为,350103196306014563,陈玉,华县,黄街,120.067196686161,30.077167776887,普通路面,路口,城市道路,十字路口,nan,否,有,合法,福建省,59,浙江
3286,2020-11-06 23:08:03,13123952055.0,身份证,13750837397,nan,nan,nan,230128199602215726,高婷婷,荣市,陆路,119.949822988629,30.061756456591,普通路面,路口,城市道路,T字路口,nan,否,无,合法,黑龙江省,26,浙江
3287,2020-11-06 22:11:10,13758136380.0,身份证,13758136380,非营运,nan,nan,360123199809076150,刘健,邯郸市,郑路,119.938901518359,30.060901167126,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,江西省,24,浙江
3288,2020-11-06 21:07:27,13267576739.0,身份证,nan,nan,无责,未发现违法行为,420981199508256514,苏云,超市,宋街,119.9318,30.09568,普通路面,路段,nan,nan,nan,否,nan,合法,湖北省,27,未录入电话号码
3289,2020-11-06 20:55:01,nan,身份证,15968886865,非营运,无责,未发现违法行为,44051120030207473X,张红梅,璐县,张街,119.927258,30.070943,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,广东省,19,浙江
3290,2020-11-06 20:51:38,nan,身份证,17756852417,非营运,无责,未发现违法行为,610702199609062507,雷明,南京市,张街,120.065969219325,30.078135755496,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,陕西省,26,不合法的电话号码
3291,2020-11-06 20:43:47,15925685169.0,身份证,15925685169,非营运,次要,已处罚,450600199303261206,郑丽华,张家港县,田街,119.982335091458,30.072551285117,普通路面,路段,其他,nan,不在缺口上发生,否,无,合法,广西壮族自治区,29,浙江
3292,2020-11-06 20:40:37,18757156027.0,身份证,18356259744,非营运,无责,未发现违法行为,632323196304016077,范梅,春梅县,淮安路,119.937354447664,30.014126928646,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,青海省,59,安徽
3293,2020-11-06 20:08:28,15088768039.0,身份证,nan,非营运,nan,nan,130635199404273033,李坤,云县,合山路,119.924126191538,30.003597823446,普通路面,路段,nan,nan,nan,否,nan,合法,河北省,28,未录入电话号码
3294,2020-11-06 20:03:37,13588249797.0,身份证,nan,客运出租车,无责,未发现违法行为,51343019820724570X,张晶,乌鲁木齐县,成都街,119.918194926496,29.997344539589,普通路面,路口,nan,nan,nan,否,无,合法,四川省,40,未录入电话号码
3295,2020-11-06 19:41:50,18678735753.0,身份证,nan,nan,nan,nan,45022620020127840X,李英,利县,惠州路,119.929721171966,30.053405823568,普通路面,路段,nan,nan,nan,否,nan,合法,广西壮族自治区,20,未录入电话号码
3296,2020-11-06 19:27:09,13606196127.0,身份证,13606196127,非营运,nan,nan,360731199805277687,谭晶,桂珍县,张路,119.936651345017,30.04749298692,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,江西省,24,江苏
3297,2020-11-06 19:04:29,13336071505.0,身份证,nan,非营运,无责,未发现违法行为,150721200109228033,李晨,上海县,裴路,119.707894649494,29.980127021246,普通路面,路段,nan,nan,nan,否,nan,合法,内蒙古自治区,21,未录入电话号码
3298,2020-11-06 19:00:20,13735810521.0,身份证,13735810521,非营运,无责,未发现违法行为,652722196611014433,李琳,潜江市,裴路,119.922326702225,30.066111459089,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,新疆维吾尔自治区,56,浙江
3299,2020-11-06 18:53:14,nan,身份证,13738589596,nan,无责,未发现违法行为,371427199401257446,古丽娟,峰市,合肥街,119.935200757002,30.060440921307,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,山东省,28,浙江
3300,2020-11-06 18:46:40,15267134771.0,身份证,nan,非营运,同等,已处罚,42070419840213828X,王刚,柳州市,重庆街,nan,nan,普通路面,路段,nan,nan,nan,否,nan,合法,湖北省,38,未录入电话号码
3301,2020-11-06 18:31:08,13868142231.0,身份证,13868142231,非营运,无责,未发现违法行为,361103201503272760,张梅,丹市,台北路,119.94867,30.11212,内部道路,nan,nan,nan,nan,nan,nan,合法,江西省,7,浙江
3302,2020-11-06 18:27:07,13735584941.0,身份证,13735584941,非营运,无责,未发现违法行为,451029200205063667,郑超,瑞市,陈街,119.944369760127,30.070470806981,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,广西壮族自治区,20,浙江
3303,2020-11-06 18:20:38,18100185051.0,身份证,13588190431,nan,无责,未发现违法行为,540326201402112619,王荣,西宁市,太原路,119.917557411298,30.065865724717,普通路面,路段,国道,nan,不在缺口上发生,否,无,合法,西藏自治区,8,浙江
3304,2020-11-06 18:09:03,15858194389.0,身份证,15356969357,非营运,无责,未发现违法行为,370782199504227565,郭博,玉梅市,辛街,119.77364,30.00227,普通路面,路段,国道,nan,不在缺口上发生,否,无,合法,山东省,27,浙江
3305,2020-11-06 18:08:13,nan,身份证,13806525290,nan,无责,未发现违法行为,371403201401244927,李荣,阳市,龙路,119.98832,30.01514,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,山东省,8,浙江
3306,2020-11-06 17:54:54,18757563234.0,身份证,15990091777,非营运,无责,未发现违法行为,540324201405259453,吴玉梅,上海市,李街,120.125708,30.099605,内部道路,nan,nan,nan,nan,nan,nan,合法,西藏自治区,8,浙江
3307,2020-11-06 17:53:28,15067142429.0,身份证,nan,非营运,无责,未发现违法行为,220182199501062384,王杰,秀梅市,刘路,119.954630902002,30.054032439161,普通路面,路口,nan,nan,nan,否,有,合法,吉林省,27,未录入电话号码
3308,2020-11-06 17:51:26,13958187870.0,身份证,nan,非营运,全部,已处罚,410103199901182094,顾伟,济南县,银川路,119.949423610425,30.054480349285,普通路面,路口,nan,nan,nan,否,无,合法,河南省,23,未录入电话号码
3309,2020-11-06 17:50:41,18368899633.0,身份证,nan,nan,nan,nan,469030200306171573,黄婷,阳市,熊路,119.871122263365,29.919977778666,普通路面,路段,nan,nan,nan,否,nan,合法,海南省,19,未录入电话号码
3310,2020-11-06 17:46:24,nan,身份证,13568459982,非营运,无法现场认定,未发现违法行为,460300201207259267,吴玉珍,昆明县,重庆路,119.975199563049,30.148068369551,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,海南省,10,四川
3311,2020-11-06 17:37:20,nan,身份证,15965824565,非营运,无责,未发现违法行为,510185201606196977,梅淑英,柳市,邵街,119.878182398092,29.934877142737,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,四川省,6,山东
3312,2020-11-06 17:35:26,15168376781.0,身份证,nan,非营运,同等,已处罚,522623199504069645,位倩,澳门市,赵路,119.929418872164,30.046585004811,普通路面,路口,nan,nan,nan,否,无,合法,贵州省,27,未录入电话号码
3313,2020-11-06 17:32:06,15225392305.0,身份证,15150122753,非营运,无责,未发现违法行为,371428199412198337,张兵,勇县,香港街,119.961404,30.126135,普通路面,路口,其他,十字路口,nan,否,有,合法,山东省,28,江苏
3314,2020-11-06 17:24:19,15858190584.0,身份证,nan,nan,无法现场认定,待事故调查,621121200304172603,高玉梅,呼和浩特县,李街,120.043137834057,30.037829183017,普通路面,路口,nan,nan,nan,是,无,合法,甘肃省,19,未录入电话号码
3315,2020-11-06 17:20:04,18255381816.0,身份证,18255381816,非营运,无责,未发现违法行为,522731195808086492,赵玉兰,汕尾县,杨街,nan,nan,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,贵州省,64,安徽
3316,2020-11-06 17:19:07,18256884527.0,身份证,18256884527,非营运,无责,未发现违法行为,130303198309159935,李桂花,桂英市,北镇路,119.894816752155,29.996940914982,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,河北省,39,安徽
3317,2020-11-06 17:09:14,13362133308.0,身份证,nan,非营运,无责,未发现违法行为,371503201906157103,张丹丹,荣市,曾路,119.934556384163,30.043558688182,普通路面,路口,nan,nan,nan,否,无,合法,山东省,3,未录入电话号码
3318,2020-11-06 16:51:58,13018965809.0,身份证,nan,非营运,nan,nan,430203199707121553,刘帆,晨市,林路,119.740096499451,29.993873786184,普通路面,路段,nan,nan,nan,否,nan,合法,湖南省,25,未录入电话号码
3319,2020-11-06 16:41:08,18658882043.0,身份证,nan,非营运,无责,未发现违法行为,330203197205076569,边秀梅,燕县,阜新街,nan,nan,普通路面,路口,nan,nan,nan,否,无,合法,浙江省,50,未录入电话号码
3320,2020-11-06 16:22:49,13606609988.0,身份证,13606609988,非营运,无责,未发现违法行为,230126199605026709,宋阳,颖县,石路,119.87762,29.98756,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,黑龙江省,26,浙江
3321,2020-11-06 16:19:41,13588373259.0,nan,nan,nan,nan,nan,410212201412162342,倪阳,齐齐哈尔县,合肥街,119.933744318338,30.061835036771,普通路面,路口,nan,nan,nan,否,有,合法,河南省,8,未录入电话号码
3322,2020-11-06 16:19:37,13040772228.0,身份证,13526049310,非营运,无责,未发现违法行为,350205200308018354,王成,海口市,杨路,119.917040000299,30.133909999999,普通路面,路段,国道,nan,不在缺口上发生,否,无,合法,福建省,19,河南
3323,2020-11-06 16:06:16,13735589405.0,身份证,nan,nan,同等,已处罚,230127199611137161,傅兵,潮州市,汕尾路,119.947939917598,30.114628220263,普通路面,路段,nan,nan,nan,否,nan,合法,黑龙江省,26,未录入电话号码
3324,2020-11-06 15:38:53,13157127700.0,身份证,13157127700,非营运,无责,未发现违法行为,320324198604222113,李丹,西安市,李路,120.023064552392,30.078142139769,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,江苏省,36,浙江
3325,2020-11-06 15:38:47,18868145502.0,身份证,13606569592,非营运,无责,未发现违法行为,331125200003196536,王凤英,郑州市,黄路,119.863656132527,30.022007931644,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,浙江省,22,浙江
3326,2020-11-06 15:23:37,13295223666.0,身份证,13758204106,nan,nan,nan,610403198303171693,靳琳,关岭县,汕尾路,119.919479498332,29.928870144509,普通路面,路段,国道,nan,不在缺口上发生,否,无,合法,陕西省,39,浙江
3327,2020-11-06 14:59:31,18155450212.0,身份证,nan,nan,无责,未发现违法行为,130283199608216398,韩平,武汉县,深圳街,120.02497,30.02988,普通路面,路口,nan,nan,nan,否,无,合法,河北省,26,未录入电话号码
3328,2020-11-06 14:58:08,17357173391.0,身份证,15303903038,nan,无责,未发现违法行为,410325198607201826,李玉英,海口县,宜都街,119.924514484268,30.051680797442,普通路面,路段,国道,nan,不在缺口上发生,否,无,合法,河南省,36,河南
3329,2020-11-06 14:45:10,13735551577.0,身份证,nan,nan,无责,未发现违法行为,533123198608195583,何建军,丹丹县,吴街,119.966180020829,30.164760025098,普通路面,路口,nan,nan,nan,否,有,合法,云南省,36,未录入电话号码
3330,2020-11-06 14:39:52,17816156582.0,身份证,nan,nan,nan,nan,320413201505177186,白玉英,合肥县,王街,119.982120028699,30.150390033124,普通路面,路口,nan,nan,nan,否,无,合法,江苏省,7,未录入电话号码
3331,2020-11-06 14:28:03,15858297029.0,身份证,15858297029,nan,nan,nan,370481199508278949,王晶,桂芝县,关岭街,119.941995699028,30.065396492201,普通路面,路口,城市道路,十字路口,nan,否,无,合法,山东省,27,浙江
3332,2020-11-06 14:16:11,13587033500.0,身份证,13587033500,非营运,无责,未发现违法行为,350703201411125886,郑强,浩县,王街,119.926069599359,30.057917628137,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,福建省,8,浙江
3333,2020-11-06 14:11:49,13506588647.0,身份证,13914220938,非营运,无责,未发现违法行为,420682199507245469,魏浩,萍市,北京街,119.98083,30.03533,普通路面,路段,县道,nan,不在缺口上发生,否,无,合法,湖北省,27,江苏
3334,2020-11-06 14:08:38,18868725603.0,身份证,18868725603,非营运,nan,nan,421102199511132063,易俊,梧州县,沈阳路,120.060417128182,30.067713263745,内部道路,nan,nan,nan,nan,nan,nan,合法,湖北省,27,浙江
3335,2020-11-06 13:56:46,17682323163.0,身份证,18868936733,非营运,nan,nan,341623200005017905,陈兵,晶县,李路,119.663962059082,29.986094491487,内部道路,nan,nan,nan,nan,nan,nan,合法,安徽省,22,浙江
3336,2020-11-06 13:47:02,15168338569.0,身份证,nan,非营运,无责,未发现违法行为,610124198804087647,周丽华,坤县,南昌街,119.891574814228,29.920549005565,普通路面,路口,nan,nan,nan,否,无,合法,陕西省,34,未录入电话号码
3337,2020-11-06 13:14:23,19521658510.0,身份证,nan,nan,无责,未发现违法行为,341602200010089725,余红霞,慧市,兴城街,119.979908172405,30.140765172555,普通路面,路段,nan,nan,nan,否,nan,合法,安徽省,22,未录入电话号码
3338,2020-11-06 13:14:12,15968855508.0,身份证,nan,nan,无法现场认定,待事故调查,340405199506246773,何萍,健市,刘街,119.924498295926,30.069335721635,普通路面,路段,nan,nan,nan,否,nan,合法,安徽省,27,未录入电话号码
3339,2020-11-06 13:11:11,15123680762.0,身份证,nan,nan,无责,未发现违法行为,420702198704031039,朱浩,建华县,胡街,nan,nan,普通路面,路段,nan,nan,nan,否,nan,合法,湖北省,35,未录入电话号码
3340,2020-11-06 13:06:29,13588406980.0,身份证,13588406980,非营运,无责,未发现违法行为,44070019980902149X,易倩,西宁县,沈阳街,119.759378105905,29.887032481659,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,广东省,24,浙江
3341,2020-11-06 12:56:22,13735481629.0,身份证,13735481629,非营运,无责,未发现违法行为,410421198302076964,刘雪,合山县,海口路,119.925512061809,30.060782432775,普通路面,路口,城市道路,十字路口,nan,否,无,合法,河南省,39,浙江
3342,2020-11-06 12:49:59,13346173536.0,身份证,nan,非营运,全部,已处罚,140802200007261419,洪丽丽,石家庄县,嘉禾路,119.99898,30.00688,普通路面,路口,nan,nan,nan,否,有,合法,山西省,22,未录入电话号码
3343,2020-11-06 12:49:37,13516778928.0,身份证,nan,非营运,无责,未发现违法行为,360323199706275430,张洁,桂珍市,陈路,119.93448982508,30.054688125205,普通路面,路段,nan,nan,nan,否,nan,合法,江西省,25,未录入电话号码
3344,2020-11-06 12:27:35,13116726403.0,身份证,15858194389,非营运,无责,未发现违法行为,130224198312086032,熊兰英,勇市,高街,119.630402387031,30.005126615418,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,河北省,39,浙江
3345,2020-11-06 12:23:14,15990148631.0,身份证,nan,非营运,无法现场认定,待事故调查,36110220000721240X,李建华,鹏县,刘街,119.957544533291,30.126440151755,普通路面,路口,nan,nan,nan,否,无,合法,江西省,22,未录入电话号码
3346,2020-11-06 12:22:47,17376577795.0,身份证,18368188930,非营运,无责,未发现违法行为,141125200301014854,王丽华,洁市,济南街,119.90826,29.98046,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,山西省,19,浙江
3347,2020-11-06 12:18:50,18367625833.0,身份证,nan,非营运,无责,未发现违法行为,652925199302182330,钱桂英,龙市,许街,119.893050007208,30.064440002077,普通路面,路口,nan,nan,nan,否,无,合法,新疆维吾尔自治区,29,未录入电话号码
3348,2020-11-06 12:17:24,13938190191.0,身份证,18921359539,非营运,无责,未发现违法行为,120119201604128296,王淑珍,想县,澳门街,119.921399069367,30.057625380847,普通路面,路段,国道,nan,不在缺口上发生,否,无,合法,天津市,6,江苏
3349,2020-11-06 12:16:21,13777581888.0,身份证,nan,非营运,nan,nan,310112198104051284,颜淑华,玉兰市,曾街,119.944820178854,30.064861588472,普通路面,路段,nan,nan,nan,否,nan,合法,上海市,41,未录入电话号码
3350,2020-11-06 12:04:41,15067171122.0,身份证,15067171122,非营运,无责,未发现违法行为,331024199401013427,陈玉梅,玲县,王街,119.996469994562,30.075714813475,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,浙江省,28,浙江
3351,2020-11-06 12:01:01,13067975328.0,身份证,13067975328,非营运,无责,未发现违法行为,230524199310037522,黄慧,成都县,孔街,119.997473356155,30.063002840485,内部道路,nan,nan,nan,nan,nan,nan,合法,黑龙江省,29,浙江
3352,2020-11-06 12:00:29,15258885093.0,身份证,13735585025,nan,无责,未发现违法行为,510105199604066675,罗萍,秀珍市,张家港路,119.9390628848,30.059726103644,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,四川省,26,浙江
3353,2020-11-06 11:56:28,15185658256.0,nan,nan,nan,nan,nan,532502198103175973,李婷婷,婷县,巢湖路,119.737458440281,29.964813780614,普通路面,路段,nan,nan,nan,否,nan,合法,云南省,41,未录入电话号码
3354,2020-11-06 11:41:19,18758870569.0,身份证,nan,非营运,nan,nan,520103198403164660,陈伟,上海县,澳门路,119.934097667095,30.033465694109,内部道路,nan,nan,nan,nan,nan,nan,合法,贵州省,38,未录入电话号码
3355,2020-11-06 11:39:38,19936296266.0,身份证,19936296266,非营运,无责,未发现违法行为,150526199905038447,陈婷婷,秀英市,韩路,119.902450768049,30.000150773711,普通路面,路段,城市道路,nan,不在缺口上发生,是,无,合法,内蒙古自治区,23,不合法的电话号码
3356,2020-11-06 11:39:19,13989838930.0,身份证,nan,nan,无责,未发现违法行为,469025200307205527,徐婷,彬县,昆明街,119.915177407261,30.071130216453,普通路面,路口,nan,nan,nan,否,无,合法,海南省,19,未录入电话号码
3357,2020-11-06 11:24:54,18968139819.0,身份证,18767120291,非营运,无责,未发现违法行为,632625197906165225,王华,桂香市,刘路,119.920492022736,30.067055440542,普通路面,路口,城市道路,T字路口,nan,否,无,合法,青海省,43,不合法的电话号码
3358,2020-11-06 11:05:14,15888856837.0,身份证,nan,非营运,无责,未发现违法行为,232721195802155096,黄雷,沈阳县,许路,119.825151852186,29.877891452231,普通路面,路口,nan,nan,nan,否,无,合法,黑龙江省,64,未录入电话号码
3359,2020-11-06 11:04:15,18258139882.0,身份证,18258139882,非营运,nan,nan,220104199006035814,吕帅,兴城县,兴城路,119.770704892678,30.057497387816,普通路面,路口,城市道路,T字路口,nan,是,有,合法,吉林省,32,浙江
3360,2020-11-06 10:58:29,13982140149.0,身份证,13982140149,非营运,无责,未发现违法行为,23122519991128727X,吴玉,南宁市,佛山路,119.924775434118,30.044875080084,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,黑龙江省,23,四川
3361,2020-11-06 10:55:39,13738117476.0,身份证,nan,nan,无责,未发现违法行为,131126199603228195,李利,兰英市,陈路,119.77316076976,29.9974275961,普通路面,路口,nan,nan,nan,否,无,合法,河北省,26,未录入电话号码
3362,2020-11-06 10:53:52,15888846258.0,身份证,nan,nan,nan,nan,370687199601118885,纪超,涛市,荆门路,119.940170471999,30.061416417919,普通路面,路段,nan,nan,nan,否,nan,合法,山东省,26,未录入电话号码
3363,2020-11-06 10:53:32,15968169750.0,身份证,15715777891,非营运,无责,未发现违法行为,41082219830325779X,石涛,呼和浩特市,济南路,119.922213165083,30.015182066582,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,河南省,39,不合法的电话号码
3364,2020-11-06 10:41:08,13968160239.0,身份证,nan,非营运,同等,已处罚,371122199209071328,杨桂兰,大冶县,王街,119.94562450425,30.070838471047,普通路面,路段,nan,nan,nan,否,nan,合法,山东省,30,未录入电话号码
3365,2020-11-06 10:23:21,nan,身份证,13777827744,非营运,无法现场认定,未发现违法行为,431382199902174978,杨云,荣市,陈路,119.951128075665,30.065272792294,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,湖南省,23,浙江
3366,2020-11-06 10:11:56,13868187700.0,身份证,13868187700,非营运,无责,未发现违法行为,230900199908064630,韩兵,娜市,王路,119.89305,30.07222,内部道路,nan,nan,nan,nan,nan,nan,合法,黑龙江省,23,浙江
3367,2020-11-06 10:11:45,18368038064.0,身份证,13868161985,非营运,无责,未发现违法行为,230184199610121974,秦波,荆门县,李路,nan,nan,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,黑龙江省,26,浙江
3368,2020-11-06 10:06:00,nan,身份证,15057117981,nan,无责,未发现违法行为,520626201107237593,阎岩,玉英市,汕尾路,119.95785,30.049315,普通路面,路段,城市道路,nan,不在缺口上发生,是,无,合法,贵州省,11,浙江
3369,2020-11-06 09:54:22,15967575302.0,身份证,15967575302,非营运,nan,nan,410411199401044919,马淑华,齐齐哈尔县,杜街,119.932776339441,30.052960096606,普通路面,路段,乡/村道,nan,不在缺口上发生,否,无,合法,河南省,28,浙江
3370,2020-11-06 09:53:25,19967471203.0,身份证,19967471203,非营运,nan,nan,220524199805115746,赵瑜,红霞市,刘路,119.985952799662,30.067752766367,普通路面,路段,国道,nan,不在缺口上发生,否,无,合法,吉林省,24,不合法的电话号码
3371,2020-11-06 09:48:04,15757150961.0,身份证,13805767279,非营运,无责,未发现违法行为,36012419830610254X,朱秀芳,六安县,济南路,119.925419152843,30.019961421731,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,江西省,39,浙江
3372,2020-11-06 09:40:27,13567136997.0,身份证,18272409854,nan,无责,未发现违法行为,652827195005064388,符冬梅,丽华县,施街,119.924956456728,30.023260964784,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,新疆维吾尔自治区,72,湖北
3373,2020-11-06 09:40:14,nan,身份证,13567086270,非营运,无法现场认定,未发现违法行为,140428198502062478,李亮,南京县,傅街,119.937964918138,30.03802660109,普通路面,路口,城市道路,十字路口,nan,是,有,合法,山西省,37,浙江
3374,2020-11-06 09:15:11,13588706650.0,身份证,13706815767,nan,无责,未发现违法行为,230223198407018670,林秀华,雷县,熊路,119.945813430382,30.06582853914,普通路面,路口,城市道路,十字路口,nan,否,有,合法,黑龙江省,38,浙江
3375,2020-11-06 09:14:02,13805746198.0,身份证,18458097099,nan,无责,未发现违法行为,431321199907245066,余桂花,坤市,聂路,120.082527887992,29.848462544551,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,湖南省,23,不合法的电话号码
3376,2020-11-06 09:13:31,nan,身份证,13989883607,非营运,无法现场认定,未发现违法行为,430626199506238436,张英,利县,张路,119.873452331257,30.03993743371,普通路面,路口,城市道路,T字路口,nan,否,无,合法,湖南省,27,浙江
3377,2020-11-06 09:07:06,nan,身份证,18677488699,非营运,无法现场认定,未发现违法行为,110115200102271752,唐斌,秀兰县,邯郸路,nan,nan,普通路面,路段,城市道路,nan,不在缺口上发生,否,无,合法,北京市,21,广西
3378,2020-11-06 09:03:04,13545974530.0,身份证,nan,nan,nan,nan,350121196510032294,张玉兰,志强县,澳门街,119.93931,30.09813,普通路面,路段,nan,nan,nan,否,nan,合法,福建省,57,未录入电话号码
